"fYear","month","polygon","n_observations","mean_cfin_0_80","sd_cfin_0_80","min_cfin_0_80","max_cfin_0_80","mean_cgla_0_80","sd_cgla_0_80","min_cgla_0_80","max_cgla_0_80","mean_chyp_0_80","sd_chyp_0_80","min_chyp_0_80","max_chyp_0_80","mean_cfin_below_80","sd_cfin_below_80","min_cfin_below_80","max_cfin_below_80","mean_cgla_below_80","sd_cgla_below_80","min_cgla_below_80","max_cgla_below_80","mean_chyp_below_80","sd_chyp_below_80","min_chyp_below_80","max_chyp_below_80","mean_cfin_total","sd_cfin_total","min_cfin_total","max_cfin_total","mean_cgla_total","sd_cgla_total","min_cgla_total","max_cgla_total","mean_chyp_total","sd_chyp_total","min_chyp_total","max_chyp_total"
2022,8,"GeorgesNEC",180,1611.388,660.985,203.04,2426.306,0.045,0.034,0.001,0.113,21.489,13.377,2.525,50.624,4630.6,926.166,1101.504,6674.098,0.119,0.069,0.006,0.263,59.194,32.652,8.521,130.627,6241.989,1099.32,1305.691,7325.917,0.165,0.098,0.007,0.364,80.683,45.766,11.046,173.71
2022,8,"GMB150",36,1526.205,309.96,1096.601,1958.433,0.199,0.112,0.07,0.416,47.146,38.364,3.72,131.358,2916.944,610.5,61.947,3356.112,0.369,0.184,0.005,0.706,210.998,109.621,3.624,422.018,4443.15,752.767,1808.119,5305.301,0.568,0.292,0.135,1.122,258.144,143.167,52.666,542.854
2022,8,"BOF",44,1169.309,444.868,5.434,1826.033,0.202,0.08,0.001,0.387,39.321,35.986,0.566,122.832,1487.381,947.823,9.007,2935.11,0.226,0.151,0.001,0.509,151.482,93.991,1.009,325.755,2217.237,1174.873,5.434,4093.211,0.361,0.17,0.001,0.71,146.046,95.351,0.566,344.515
2022,9,"ecomon_14",38,26.176,35.967,0,139.994,0,0,0,0,0.343,0.408,0.013,1.862,159.796,61.68,78.816,365.27,0,0,0,0,1.511,1.136,0.238,5.547,185.973,58.9,103.139,365.27,0,0,0,0,1.855,1.471,0.252,7.409
2022,9,"ecomon_15",114,235.021,53.384,63.453,327.348,0,0,0,0,1.183,0.639,0.287,2.454,44.773,40.911,1.011,135.464,0,0,0,0,1.022,0.973,0.009,3.37,245.625,49.974,63.453,342.35,0,0,0,0,1.425,0.913,0.287,3.884
2022,9,"ecomon_16",129,63.224,55.562,5.401,203.524,0,0,0,0,0.342,0.15,0.094,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.224,55.562,5.401,203.524,0,0,0,0,0.342,0.15,0.094,0.684
2022,9,"ecomon_17",30,3.577,1.784,0.839,7.847,0,0,0,0,0.289,0.089,0.132,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.577,1.784,0.839,7.847,0,0,0,0,0.289,0.089,0.132,0.462
2022,9,"ecomon_18",43,35.661,47.938,0,154.532,0,0,0,0,0.436,0.34,0.011,1.372,169.804,45.904,71.698,299.93,0,0.001,0,0.009,2.422,1.607,0.193,5.606,205.465,61.451,88.046,319.815,0,0.001,0,0.009,2.858,1.757,0.204,6.108
2022,9,"ecomon_19",144,208.834,80.975,67.227,370.083,0,0,0,0,1.127,0.659,0.213,2.379,28.221,28.794,0.42,96.751,0,0,0,0,0.671,0.754,0.004,2.632,217.849,83.757,68.264,371.039,0,0,0,0,1.341,0.948,0.401,3.978
2022,9,"ecomon_20",80,36.861,26.017,3.672,93.794,0,0,0,0,0.575,0.191,0.227,1.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.861,26.017,3.672,93.794,0,0,0,0,0.575,0.191,0.227,1.087
2022,9,"ecomon_21",17,6.006,4.515,1.331,17.81,0,0,0,0,0.345,0.201,0.07,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.006,4.515,1.331,17.81,0,0,0,0,0.345,0.201,0.07,0.746
2022,9,"ecomon_22",38,41.676,59.915,0,273.843,0,0,0,0,0.342,0.361,0.011,1.693,334.635,184.312,129.51,889.276,0.001,0.003,0,0.016,1.824,1.351,0.191,4.816,376.311,179.384,184.674,889.276,0.001,0.003,0,0.016,2.166,1.587,0.202,6.038
2022,9,"ecomon_23",151,282.943,82.505,72.152,471.358,0,0,0,0.001,1.238,0.625,0.019,2.516,66.296,63.922,0.008,256.729,0,0,0,0,1.159,1.149,0,4.026,307.09,87.587,72.152,539.498,0,0,0,0.001,1.661,1.088,0.145,5.087
2022,9,"ecomon_24",82,51.35,49.437,2.899,186.4,0,0,0,0,0.268,0.103,0.088,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.35,49.437,2.899,186.4,0,0,0,0,0.268,0.103,0.088,0.464
2022,9,"ecomon_25",70,2.808,3.375,0.025,17.428,0,0,0,0,0.053,0.04,0.002,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.808,3.375,0.025,17.428,0,0,0,0,0.053,0.04,0.002,0.18
2022,9,"ecomon_26",43,50.45,63.52,0,237.093,0,0,0,0,1.296,1.632,0.036,6.935,434.681,147.5,159.115,767.176,0.001,0.003,0,0.018,6.844,4.994,0.28,20.878,485.131,138.851,204.164,794.421,0.001,0.003,0,0.018,8.14,6.45,0.316,27.813
2022,9,"ecomon_27",126,213.746,85.1,47.513,358.603,0,0,0,0,1.144,0.467,0.349,1.936,65.212,66.071,0.422,277.477,0,0,0,0,1.205,1.34,0.003,4.637,243.765,111.871,47.513,540.383,0,0,0,0,1.698,1.17,0.349,5.222
2022,9,"ecomon_28",24,29.354,61.912,0,269.439,0.001,0.004,0,0.016,15.264,16.954,0.558,75.793,973.387,377.958,301.249,1684.411,0.991,3.246,0.001,16.021,43.698,46.751,4.271,231.569,1002.741,342.27,570.688,1684.411,0.993,3.246,0.001,16.021,58.962,63.469,4.915,307.362
2022,9,"ecomon_29",157,240.017,117.626,0,443.853,0.007,0.008,0,0.04,1.214,1.036,0.372,11.946,145.101,239.909,0.2,1134.627,0.004,0.01,0,0.065,2.329,5.418,0.002,35.583,306.561,197.167,75.041,1134.627,0.009,0.012,0,0.066,2.282,4.692,0.503,47.53
2022,9,"ecomon_30",131,28.263,25.915,1.051,110.611,0,0.001,0,0.006,0.256,0.152,0.03,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.263,25.915,1.051,110.611,0,0.001,0,0.006,0.256,0.152,0.03,0.823
2022,9,"ecomon_31",67,11.802,13.62,0.473,48.387,0,0.001,0,0.006,0.22,0.174,0.018,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.802,13.62,0.473,48.387,0,0.001,0,0.006,0.22,0.174,0.018,0.687
2022,9,"ecomon_32",56,96.933,104.051,0,373.189,0.012,0.013,0,0.048,1.68,1.389,0.216,5.073,522.125,358.443,1.138,1103.594,0.13,0.101,0,0.281,6.554,5.075,0.01,18.627,535.145,324.505,18.659,1106.389,0.121,0.099,0.001,0.282,7.181,6.361,0.48,23.051
2022,9,"ecomon_33",70,274.136,183.108,0.356,618.972,0.004,0.007,0,0.032,0.637,0.416,0.019,1.67,130.307,121.678,1.546,397.038,0.003,0.006,0,0.029,0.623,0.572,0.003,2.175,320.675,248.622,0.356,963.83,0.005,0.01,0,0.061,0.86,0.647,0.019,2.726
2022,9,"ecomon_34",136,92.067,100.643,0,402.391,0.005,0.005,0,0.026,1.367,1.147,0.111,4.29,1607.198,506.51,524.485,2697.72,0.172,0.137,0.005,0.561,6.31,2.936,1.776,13.354,1699.265,437.408,914.042,2704.669,0.177,0.135,0.01,0.561,7.677,4.067,1.958,17.643
2022,9,"ecomon_35",39,325.461,318.73,11.126,1147.943,0.018,0.026,0,0.122,1.356,1.027,0.127,4.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.461,318.73,11.126,1147.943,0.018,0.026,0,0.122,1.356,1.027,0.127,4.146
2022,9,"ecomon_36",93,495.151,444.87,0,1661.873,0.052,0.033,0,0.123,1.579,0.966,0.318,4.539,758.189,531.031,8.388,1871.683,0.181,0.158,0.001,0.503,6.662,5.542,0.02,19.603,1016.916,486.684,34.635,1968.668,0.176,0.141,0.001,0.505,6.164,5.723,0.354,22.715
2022,9,"ecomon_37",123,0.543,2.028,0,14.221,0,0.001,0,0.004,7.02,2.898,3.023,14.995,2382.719,352.722,1278.688,3035.836,0.675,0.184,0.287,1.068,21.045,7.775,9.49,40.024,2383.262,352.59,1288.491,3035.836,0.675,0.184,0.287,1.068,28.065,10.661,12.512,55.019
2022,9,"ecomon_38",214,416.821,406.052,0,1267.926,0.125,0.135,0,0.664,18.116,14.239,1.628,53.733,2200.283,525.264,950.314,3366.225,0.521,0.172,0.032,1.458,49.811,34.537,9.487,123.188,2617.104,369.771,1348.747,3425.195,0.646,0.261,0.046,2.121,67.927,48.591,11.164,176.921
2022,9,"ecomon_40",61,422.666,330.396,0.971,1222.8,0.057,0.043,0.001,0.142,2.664,1.474,0.052,5.626,302.169,219.072,12.717,644.675,0.047,0.036,0.002,0.095,3.952,2.973,0.09,9.009,516.784,447.122,0.971,1547.706,0.072,0.066,0.001,0.223,3.895,2.611,0.052,11.112
2022,9,"ecomon_41",249,163.409,185.067,0,819.143,0.027,0.026,0,0.106,3.012,2.962,0.251,29.663,1547.997,601.981,8.27,2690.096,0.32,0.151,0.002,0.693,16.576,13.744,0.041,139.25,1705.189,463.437,494.528,2701.169,0.346,0.132,0.047,0.693,19.521,16.143,1.548,168.913
2022,9,"ecomon_42",214,407.357,490.264,0,1307.1,0.085,0.105,0,0.316,17.091,10.431,2.753,72.957,2410.317,450.221,1538.576,3256.059,0.472,0.133,0.208,0.811,53.981,31.334,13.77,221.787,2817.674,275.789,2055.193,3596.053,0.557,0.151,0.211,1.029,71.073,41.679,16.59,294.743
2022,9,"ecomon_43",96,788.348,233.886,0,1277.857,0.103,0.062,0,0.273,11.326,7.104,2.761,33.163,1441.327,510.84,208.181,2644.97,0.185,0.114,0.028,0.475,61.653,23.767,7.073,129.229,2229.675,499.032,1268.212,3391.667,0.288,0.16,0.08,0.748,72.979,27.823,23.373,150.592
2022,9,"ecomon_44",47,918.385,200.602,515.93,1287.412,0.161,0.082,0.049,0.328,18.1,6.121,6.069,31.754,211.526,248.086,0.234,1085.991,0.022,0.025,0,0.099,15.57,23.409,0.016,107.508,1017.397,268.664,515.93,1625.095,0.172,0.078,0.066,0.328,25.389,17.697,9.439,113.578
2022,9,"ecomon_45",41,565.169,221.033,105.331,936.985,0.039,0.018,0.013,0.088,8.989,6.455,0.837,27.124,256.488,291.99,0.59,1087.037,0.021,0.027,0,0.113,6.762,7.823,0.01,32.06,690.285,338.704,105.331,1417.909,0.05,0.031,0.013,0.148,12.288,8.076,2.94,35.655
2022,9,"ecomon_46",27,712.041,176.685,248.675,977.454,0.062,0.04,0.013,0.157,22.93,21.254,3.949,80.606,1326.24,376.717,510.079,1834.957,0.116,0.07,0.026,0.27,124.636,59.867,46.053,262.376,2038.281,427.702,1313.976,2662.466,0.178,0.108,0.066,0.427,147.566,79.453,57.435,342.982
2022,9,"ecomon_47",135,954.255,282.379,415.657,1547.869,0.207,0.089,0.024,0.498,6.952,4.152,1.179,25.378,983.892,621.471,3.577,2101.397,0.231,0.186,0.001,0.746,28.109,21.283,0.053,72.93,1843.401,597.745,415.657,3141.347,0.416,0.23,0.068,1.167,32.354,21.056,2.832,85.325
2022,9,"WSS",358,826.59,388.157,0.116,1819.087,0.175,0.129,0,0.812,10.667,8.237,0.015,40.8,1095.009,694.243,0.234,2495.546,0.206,0.179,0,0.746,39.691,27.936,0.016,107.508,1591.261,910.78,0.116,3596.053,0.319,0.241,0,1.167,38.384,31.836,0.015,135.572
2022,9,"EGOM",217,312.152,295.432,0,957.074,0.026,0.023,0,0.107,8.735,10.568,0.054,72.957,1384.757,775.971,0.59,2690.434,0.209,0.161,0,0.606,36.501,41.247,0.01,221.787,1237.45,808.143,0.29,2690.434,0.166,0.156,0,0.606,33.126,44.589,0.054,294.743
2022,9,"JB",98,364.817,459.675,0,1148.677,0.065,0.084,0,0.229,21.825,7.075,7.417,56.263,2370.515,508.08,1507.659,3256.059,0.461,0.168,0.131,0.811,68.248,21.488,30.033,168.086,2735.332,213.548,2084.701,3256.059,0.526,0.136,0.171,0.811,90.073,28.193,38.817,224.349
2022,9,"Browns",669,1124.577,453.408,1.493,2292.44,4.235,8.958,0.001,53.2,54.054,71.99,0.175,386.037,1731.278,1062.687,1.921,3976.676,10.737,28.177,0.001,162.89,194.799,231.009,0.103,1265.14,2682.469,1307.53,1.493,5528.763,13.896,35.8,0.001,216.09,229.343,294.368,0.175,1646.091
2022,9,"Halifax",2587,666.369,344.203,0.583,1694.195,19.962,22.646,0,161.281,86.297,102.462,0.102,933.92,1262.016,771.304,0.133,2731.997,49.618,65.111,0,316.23,728.566,770.206,0.018,2987.744,1653.736,966.985,0.583,3585.542,58.782,77.555,0,373.742,656.308,797.534,0.102,3284.715
2022,9,"GeorgesNEC",180,590.76,385.236,0,1213.257,0.171,0.122,0,0.381,22.044,13.134,3.626,53.733,2040.998,520.99,598.389,3366.225,0.531,0.169,0.136,1.098,60.641,31.086,12.235,123.188,2631.758,486.083,598.389,3485.208,0.702,0.243,0.136,1.21,82.685,43.971,15.861,176.921
2022,9,"GMB150",36,808.693,184.389,549.625,1079.92,0.107,0.058,0.041,0.221,43.754,35.627,4.626,121.7,1534.982,324.015,34.847,1912.044,0.2,0.095,0.002,0.374,194.167,94.405,3.358,381.24,2343.675,419.512,1017.138,2985.61,0.307,0.151,0.071,0.595,237.921,126.728,48.802,502.94
2022,9,"BOF",44,677.141,258.342,3.062,1042.657,0.087,0.03,0.001,0.165,28.201,24.441,0.332,79.101,849.715,539.426,5.483,1698.364,0.104,0.073,0.001,0.26,108.546,65.239,0.863,211.702,1275.804,663.627,3.062,2368.484,0.16,0.083,0.001,0.363,104.676,65.328,0.332,223.894
2022,10,"ecomon_14",38,8.704,9.63,0.82,40.462,0,0,0,0,0.071,0.071,0.006,0.319,30.157,20.847,7.209,87.389,0,0,0,0,0.292,0.226,0.044,1.189,38.861,25.681,11.52,112.737,0,0,0,0,0.363,0.292,0.05,1.508
2022,10,"ecomon_15",114,112.181,45.477,14.785,214.727,0,0,0,0,0.356,0.148,0.091,0.639,15.169,13.678,0.677,60.485,0,0,0,0,0.156,0.156,0.002,0.559,115.774,43.087,23.137,214.727,0,0,0,0,0.393,0.176,0.091,0.81
2022,10,"ecomon_16",129,25.24,21.447,5.075,95.136,0,0,0,0,0.106,0.043,0.03,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.24,21.447,5.075,95.136,0,0,0,0,0.106,0.043,0.03,0.207
2022,10,"ecomon_17",30,3.293,1.338,1.008,5.631,0,0,0,0,0.074,0.024,0.032,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.293,1.338,1.008,5.631,0,0,0,0,0.074,0.024,0.032,0.118
2022,10,"ecomon_18",43,68.67,65.846,3.524,200.41,0,0,0,0,0.114,0.11,0.004,0.437,191.691,60.149,51.719,384.071,0,0,0,0,0.465,0.368,0.034,1.273,260.361,91.266,63.482,408.753,0,0,0,0,0.579,0.467,0.038,1.593
2022,10,"ecomon_19",144,200.207,86.458,45.63,335.878,0,0,0,0,0.461,0.234,0.078,0.906,36.316,36.901,0.524,123.947,0,0,0,0,0.134,0.161,0.001,0.56,211.808,94.75,45.63,392.795,0,0,0,0,0.504,0.287,0.165,1.339
2022,10,"ecomon_20",80,23.775,13.772,7.075,74.877,0,0,0,0,0.202,0.055,0.082,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.775,13.772,7.075,74.877,0,0,0,0,0.202,0.055,0.082,0.327
2022,10,"ecomon_21",17,6.385,3.666,1.939,15.791,0,0,0,0,0.111,0.06,0.026,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.385,3.666,1.939,15.791,0,0,0,0,0.111,0.06,0.026,0.216
2022,10,"ecomon_22",38,47.35,42.66,4.015,161.023,0,0,0,0,0.08,0.083,0.004,0.316,161.968,61.142,55.329,265.648,0,0,0,0.001,0.365,0.281,0.035,0.999,209.319,69.158,93.379,314.804,0,0,0,0.001,0.445,0.352,0.039,1.212
2022,10,"ecomon_23",151,185.384,47.437,32.226,314.234,0,0,0,0,0.487,0.2,0.008,0.931,49.247,43.475,0.011,155.668,0,0,0,0,0.228,0.233,0,0.909,203.322,55.912,64.467,363.275,0,0,0,0,0.57,0.272,0.028,1.452
2022,10,"ecomon_24",82,36.889,27.814,5.333,104.152,0,0,0,0,0.117,0.048,0.035,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.889,27.814,5.333,104.152,0,0,0,0,0.117,0.048,0.035,0.213
2022,10,"ecomon_25",70,3.479,3.059,0.074,13.452,0,0,0,0,0.022,0.017,0.001,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.479,3.059,0.074,13.452,0,0,0,0,0.022,0.017,0.001,0.07
2022,10,"ecomon_26",43,25.59,23.075,1.617,85.257,0,0,0,0,0.29,0.331,0.005,1.586,75.626,26.741,34.066,140.783,0,0,0,0.003,1.585,1.336,0.053,5.12,101.217,43.505,42.843,203.933,0,0,0,0.003,1.876,1.637,0.058,6.706
2022,10,"ecomon_27",126,91.731,32.055,24.103,157.073,0,0,0,0,0.489,0.158,0.174,0.788,20.291,19.281,0.186,84.509,0,0,0,0,0.264,0.297,0.001,1.024,101.072,34.393,34.255,183.578,0,0,0,0,0.611,0.29,0.174,1.45
2022,10,"ecomon_28",24,40.553,49.002,3.05,178.913,0.03,0.09,0,0.444,6.372,6.902,0.439,30.242,338.135,189.3,60.547,759.153,1.486,5.242,0,25.661,24.061,26.556,3.774,126.938,378.688,193.661,76.324,788.607,1.516,5.332,0,26.104,30.433,33.354,4.688,157.18
2022,10,"ecomon_29",157,140.111,60.695,26.489,234.85,0.005,0.005,0,0.022,0.905,0.567,0.263,4.65,57.852,87.734,0.181,503.569,0.003,0.008,0,0.058,1.232,3.137,0.001,18.436,166.641,84.952,40.741,565.403,0.006,0.009,0,0.065,1.47,2.605,0.263,22.588
2022,10,"ecomon_30",131,18.883,14.783,1.191,71.882,0,0,0,0.002,0.131,0.082,0.016,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.883,14.783,1.191,71.882,0,0,0,0.002,0.131,0.082,0.016,0.481
2022,10,"ecomon_31",67,11.523,10.812,0.732,45.062,0,0.001,0,0.005,0.124,0.103,0.009,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.523,10.812,0.732,45.062,0,0.001,0,0.005,0.124,0.103,0.009,0.429
2022,10,"ecomon_32",56,117.92,46.564,21.801,206.103,0.027,0.013,0,0.045,1.305,1.016,0.264,4.753,363.906,237.757,1.055,770.604,0.129,0.107,0,0.351,6.165,5.699,0.007,24.76,423.341,239.87,21.801,846.339,0.135,0.117,0,0.386,6.48,6.508,0.282,28.929
2022,10,"ecomon_33",70,198.668,126.929,1.019,361.426,0.004,0.007,0,0.034,0.487,0.309,0.009,1.306,103.935,90.454,1.427,308.203,0.003,0.006,0,0.03,0.363,0.412,0.002,1.762,235.787,179.354,1.019,667.929,0.005,0.01,0,0.064,0.617,0.494,0.009,2.607
2022,10,"ecomon_34",136,256.031,47.948,135.215,363.157,0.043,0.026,0.004,0.101,0.74,0.624,0.158,3.161,1166.473,420.001,349.991,2218.082,0.25,0.218,0.006,0.831,4.296,2.306,0.927,12.577,1422.504,394.821,666.22,2448.6,0.293,0.242,0.011,0.918,5.036,2.913,1.164,15.738
2022,10,"ecomon_35",39,228.088,205.868,11.75,739.888,0.011,0.019,0,0.101,1.001,0.993,0.059,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.088,205.868,11.75,739.888,0.011,0.019,0,0.101,1.001,0.993,0.059,3.99
2022,10,"ecomon_36",93,561.339,286.022,74.026,1212.873,0.093,0.05,0.001,0.189,1.758,1.046,0.237,5.825,802.724,523.958,11.067,1724.352,0.264,0.254,0.001,0.977,6.133,5.778,0.012,21.414,1113.752,526.845,74.026,2061.301,0.275,0.272,0.001,1.107,5.979,5.55,0.237,23.811
2022,10,"ecomon_37",123,163.636,52.388,80.435,294.112,0.078,0.017,0.038,0.113,4.931,2.342,1.438,10.843,2131.145,207.907,1633.439,2511.972,1.12,0.426,0.352,2.114,18.438,7.787,5.928,37.508,2294.78,205.78,1808.813,2731.49,1.198,0.431,0.39,2.188,23.369,10.112,7.365,48.051
2022,10,"ecomon_38",214,396.819,212.512,42.72,744.05,0.144,0.111,0.015,0.665,14.668,11.647,0.972,43.832,1537.29,427.564,670.146,2544.908,0.509,0.186,0.043,1.287,51.389,37.136,6.981,138.644,1934.109,296.367,906.745,2747.422,0.653,0.234,0.058,1.952,66.057,48.684,8.637,178.721
2022,10,"ecomon_40",61,385.963,278.752,2.612,773.23,0.042,0.044,0.002,0.13,3.764,3.059,0.041,11.399,301.423,210.982,12.607,623.176,0.049,0.038,0.002,0.114,3.004,2.432,0.071,7.359,479.849,406.823,2.612,1235.746,0.057,0.071,0.002,0.224,4.7,3.522,0.041,11.399
2022,10,"ecomon_41",249,391.491,114.975,216.946,737.987,0.081,0.028,0.019,0.137,3.406,3.252,0.598,23.375,1357.248,466.691,11.435,2234.881,0.328,0.195,0.001,0.78,20.374,18.327,0.084,137.691,1743.289,372.341,567.752,2498.563,0.407,0.211,0.02,0.887,23.698,20.803,3.411,158.076
2022,10,"ecomon_42",214,453.549,299.787,98.727,923.537,0.118,0.083,0.025,0.279,13.796,8.546,1.878,51.295,1840.283,363.763,1156.918,2598.357,0.48,0.167,0.155,1.012,55.394,31.616,13.329,194.317,2293.832,164.227,1809.925,2730.852,0.598,0.161,0.184,1.054,69.19,40.013,15.207,245.612
2022,10,"ecomon_43",96,554.02,146.469,161.678,843.186,0.084,0.048,0.023,0.202,10.569,5.81,3.471,28.895,1100.029,360.239,135.749,1908.749,0.17,0.098,0.02,0.367,50.903,19.941,3.452,106.136,1654.049,367.858,904.855,2211.043,0.254,0.138,0.067,0.547,61.472,19.95,17.429,118.336
2022,10,"ecomon_44",47,645.436,135.133,400.793,840.179,0.097,0.059,0.02,0.25,19.624,11.11,5.929,42.724,189.119,244.504,0.195,1093.705,0.016,0.02,0,0.092,12.686,20.311,0.013,93.418,733.959,237.657,400.793,1527.114,0.104,0.057,0.02,0.25,25.562,20.554,5.929,107.539
2022,10,"ecomon_45",41,581.08,193.251,141.745,858.322,0.02,0.013,0.003,0.069,14.528,8.88,2.312,36.857,256.396,251.917,0.731,938.986,0.013,0.018,0,0.071,9.775,12.289,0.013,52.449,706.152,315.537,141.745,1447.319,0.026,0.025,0.003,0.109,19.297,13.479,2.312,65.416
2022,10,"ecomon_46",27,614.989,173.811,412.019,922.055,0.052,0.033,0.023,0.128,21.907,14.339,8.134,63.401,1219.373,302.181,540.279,1505.712,0.102,0.054,0.021,0.207,119.964,66.851,34.442,271.695,1834.362,381.579,1162.365,2416.26,0.154,0.085,0.05,0.335,141.871,77.898,53.886,335.095
2022,10,"ecomon_47",135,550.839,200.007,247.914,956.215,0.164,0.101,0.027,0.493,6.098,2.161,2.46,14.005,623.666,375.12,1.943,1254.147,0.184,0.144,0,0.681,20.125,18.687,0.035,72.518,1114.449,351.712,247.914,1851.133,0.33,0.188,0.053,1.065,24.285,18.999,3.709,81.788
2022,10,"WSS",358,519.856,254.411,0.262,1081.433,0.132,0.137,0.002,1.164,9.281,7.677,0.008,42.724,760.766,476.199,0.195,1649.295,0.172,0.143,0,0.681,31.784,25.976,0.013,112.813,1051.118,629.882,0.262,2389.272,0.253,0.22,0.002,1.409,31.476,28.844,0.008,142.741
2022,10,"EGOM",217,411.002,221.997,1.366,879.705,0.033,0.025,0.001,0.106,10.679,10.794,0.039,51.295,1155.432,591.792,0.731,2322.569,0.162,0.14,0,0.666,42.204,39.803,0.013,201.211,1183.065,717.927,1.366,2537.202,0.141,0.154,0.001,0.719,38.88,42.907,0.039,245.612
2022,10,"JB",98,415.761,331.066,98.727,923.537,0.106,0.091,0.025,0.279,16.868,5.98,6.286,44.689,1883.974,398.376,1241.761,2598.357,0.492,0.207,0.124,1.012,66.169,21.864,28.924,166.951,2299.735,191.452,1765.428,2730.852,0.597,0.2,0.16,1.054,83.037,27.473,35.237,211.64
2022,10,"Browns",669,766.55,306.226,2.49,1455.178,5.26,12.888,0.002,74.621,23.644,32.263,0.07,184.183,1250.223,695.351,1.312,2578.79,13.592,37.084,0.002,214.236,103.704,150.119,0.034,821.858,1891.564,867.27,2.49,3812.3,17.491,48.256,0.002,288.857,116.961,176.854,0.07,995.61
2022,10,"Halifax",2587,743.658,321.118,2.265,1746.805,12.843,15.749,0.001,85.743,74.941,100.073,0.045,686.209,1732.696,1105.255,0.247,3896.159,40.149,54.997,0,246.103,701.035,823.154,0.011,3246.146,2099.273,1317.102,2.265,4733.575,44.255,64.014,0.001,287.812,623.412,854.68,0.045,3554.027
2022,10,"GeorgesNEC",180,468.694,233.2,29.454,774.702,0.165,0.108,0.011,0.406,18.455,10.708,1.655,43.832,1353.722,332.651,562.317,2109.629,0.453,0.155,0.132,0.977,64.832,33.658,6.981,138.644,1822.416,285.269,618.726,2391.938,0.618,0.216,0.158,1.182,83.286,44.197,8.637,178.721
2022,10,"GMB150",36,703.728,214.141,396.611,1019.708,0.09,0.05,0.034,0.178,32.385,22.802,5.257,81.194,1387.004,282.019,31.415,1686.427,0.173,0.07,0.001,0.295,169.871,85.323,2.909,327.345,2090.733,394.519,941.423,2706.135,0.264,0.118,0.042,0.473,202.256,104.563,52.856,408.539
2022,10,"BOF",44,613.3,252.478,10,1041.678,0.065,0.028,0.004,0.142,26.839,16.468,0.216,61.253,854.822,525.941,5.061,1541.165,0.088,0.059,0,0.213,75.851,50.962,0.465,151.023,1215.56,602.878,10,2075.589,0.127,0.065,0.004,0.288,80.279,53.086,0.216,168.645
2022,11,"ecomon_14",38,5.522,6.599,0.028,21.58,0,0,0,0,0.015,0.017,0,0.063,31.328,16.023,10.505,78.321,0,0,0,0,0.16,0.179,0.024,0.678,36.85,20.239,13.572,80.48,0,0,0,0,0.175,0.189,0.028,0.741
2022,11,"ecomon_15",114,49.96,20.478,9.091,95.861,0,0,0,0,0.087,0.028,0.03,0.154,21.352,18.818,0.354,64.773,0,0,0,0,0.016,0.022,0,0.084,55.017,23.021,9.091,100.139,0,0,0,0,0.091,0.029,0.03,0.154
2022,11,"ecomon_16",129,8.997,6.629,1.69,26.656,0,0,0,0,0.032,0.012,0.01,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.997,6.629,1.69,26.656,0,0,0,0,0.032,0.012,0.01,0.057
2022,11,"ecomon_17",30,1.182,0.513,0.388,2.245,0,0,0,0,0.018,0.006,0.008,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.182,0.513,0.388,2.245,0,0,0,0,0.018,0.006,0.008,0.029
2022,11,"ecomon_18",43,9.961,12.791,0.006,42.016,0,0,0,0,0.022,0.026,0,0.107,38.569,26.238,7.635,91.853,0,0,0,0,0.137,0.09,0.014,0.35,48.53,38.537,9.43,132.885,0,0,0,0,0.159,0.099,0.016,0.38
2022,11,"ecomon_19",144,75.627,30.369,12.189,128.438,0,0,0,0,0.126,0.047,0.023,0.239,17.596,19.299,0.179,66.942,0,0,0,0,0.011,0.015,0,0.05,81.248,32.071,20.912,148.581,0,0,0,0,0.13,0.049,0.052,0.27
